Tokens de algoritmos2_3.php (usuario: steevenGD):
VARIABLE ($nombre) - línea 89
RPAREN ()) - línea 89
LBRACE ({) - línea 89
ECHO (echo) - línea 90
STRING ("Hola ") - línea 90
CONCAT (.) - línea 90
VARIABLE ($nombre) - línea 90
SEMICOLON (;) - línea 90
RBRACE (}) - línea 91
ID (saludar) - línea 92
LPAREN (() - línea 92
RPAREN ()) - línea 92
SEMICOLON (;) - línea 92
FUNCTION (function) - línea 99
ID (prueba) - línea 99
LPAREN (() - línea 99
RPAREN ()) - línea 99
LBRACE ({) - línea 99
RETURN (return) - línea 100
STRING ("OK") - línea 100
SEMICOLON (;) - línea 100
RBRACE (}) - línea 101
WHILE (while) - línea 104
LPAREN (() - línea 104
TRUE (true) - línea 104
RPAREN ()) - línea 104
LBRACE ({) - línea 104
IF (if) - línea 105
LPAREN (() - línea 105
ID (rand) - línea 105
LPAREN (() - línea 105
NUMBER (0) - línea 105
COMMA (,) - línea 105
NUMBER (1) - línea 105
RPAREN ()) - línea 105
EQ (==) - línea 105
NUMBER (1) - línea 105
RPAREN ()) - línea 105
LBRACE ({) - línea 105
ID (break) - línea 106
SEMICOLON (;) - línea 106
RBRACE (}) - línea 107
ELSE (else) - línea 107
LBRACE ({) - línea 107
ID (continue) - línea 108
SEMICOLON (;) - línea 108
RBRACE (}) - línea 109
RBRACE (}) - línea 110
VARIABLE ($numero) - línea 113
ASSIGN (=) - línea 113
NUMBER (10) - línea 113
SEMICOLON (;) - línea 113
VARIABLE ($numero) - línea 114
PLUSEQ (+=) - línea 114
FLOAT (5.5) - línea 114
SEMICOLON (;) - línea 114
ID (prueba) - línea 117
LPAREN (() - línea 117
RPAREN ()) - línea 117
SEMICOLON (;) - línea 117
CLASS (class) - línea 120
ID (OtraClase) - línea 120
LBRACE ({) - línea 120
PUBLIC (public) - línea 121
FUNCTION (function) - línea 121
ID (existe) - línea 121
LPAREN (() - línea 121
RPAREN ()) - línea 121
LBRACE ({) - línea 121
RETURN (return) - línea 122
TRUE (true) - línea 122
SEMICOLON (;) - línea 122
RBRACE (}) - línea 123
RBRACE (}) - línea 124
VARIABLE ($otroObj) - línea 125
ASSIGN (=) - línea 125
NEW (new) - línea 125
ID (OtraClase) - línea 125
LPAREN (() - línea 125
RPAREN ()) - línea 125
SEMICOLON (;) - línea 125
VARIABLE ($otroObj) - línea 126
MINUS (-) - línea 126
GT (>) - línea 126
ID (existe) - línea 126
LPAREN (() - línea 126
RPAREN ()) - línea 126
SEMICOLON (;) - línea 126
PHP_CLOSE (?>) - línea 128
