Tokens de algoritmo1_3.php (usuario: JosephMiranda87):

PHP_OPEN (<?php) - línea 1
VARIABLE ($texto) - línea 2
ASSIGN (=) - línea 2
STRING ("Hola mundo") - línea 2
SEMICOLON (;) - línea 2
VARIABLE ($texto) - línea 5
ASSIGN (=) - línea 5
STRING ("Otro texto") - línea 5
SEMICOLON (;) - línea 5
VARIABLE ($texto) - línea 8
ASSIGN (=) - línea 8
NUMBER (5) - línea 8
PLUS (+) - línea 8
FLOAT (7.8) - línea 8
SEMICOLON (;) - línea 8
VARIABLE ($numero) - línea 10
ASSIGN (=) - línea 10
NUMBER (10) - línea 10
SEMICOLON (;) - línea 10
VARIABLE ($otro) - línea 11
ASSIGN (=) - línea 11
NUMBER (20) - línea 11
SEMICOLON (;) - línea 11
IF (if) - línea 14
LPAREN (() - línea 14
VARIABLE ($numero) - línea 14
GT (>) - línea 14
VARIABLE ($otro) - línea 14
RPAREN ()) - línea 14
LBRACE ({) - línea 14
ECHO (echo) - línea 15
STRING ("OK") - línea 15
SEMICOLON (;) - línea 15
RBRACE (}) - línea 16
IF (if) - línea 19
LPAREN (() - línea 19
VARIABLE ($numero) - línea 19
GT (>) - línea 19
STRING ("texto") - línea 19
RPAREN ()) - línea 19
LBRACE ({) - línea 19
ECHO (echo) - línea 20
STRING ("Comparación rara") - línea 20
SEMICOLON (;) - línea 20
RBRACE (}) - línea 21
PHP_CLOSE (?>) - línea 22
